title,price,bed,bath,size,address
Modest 1482 sq feet Residential Apartment For Sale in Dakshin Khan,9000000,3,3,"1,482","Kawlar, Dakshin Khan, Dhaka"
Prime Location | North Facing Apartment | Spacious 3 Bedroom,9000000,3,3,"1,200","Dhanmondi, Dhaka"
"A Beautiful Ready Flat With 3 Bedrooms Is Available For Sale At Sector 18, Uttara",9000000,3,4,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
"View This 1295 Sq Ft Apartment Ready For Sale In Mirpur, Pirerbag",9000000,3,2,"1,295","South Pirerbag, Pirerbag, Mirpur, Dhaka"
"Checkout This Great 1390 Sq Ft Apartment For Sale In Adabor, Comfort Housing",9000000,3,3,"1,390","Comfort Housing, Adabor, Dhaka"
"Mirpur, Pallabi Is Giving You A 1460 Square Feet Apartment For Sale",9000000,3,3,"1,460","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
"You Can Find A Wonderful 1654 Sq Ft Flat For Sale In Uttara, Sector 18",9000000,3,3,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
A Modern Apartment In Agargaon Near Janata Housing Jame Masjid Is Up For Sale,9000000,3,3,"1,384","Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka"
"An Excellent Apartment Of 1425 Sq Ft Is Waiting For Sale In East Hazipara, Rampura.",9000000,3,3,"1,425","Bou Bazar, East Hazipara, East Rampura, Rampura, Dhaka"
Modest 1250 Sq Ft Residential Apartment For Sale In Hazaribag,9000000,3,3,"1,250","Hazaribag, Dhaka"
We Got A 1014 Sq Ft Flat For Sale In This Tejkunipara Area Which Is Very Affordable And Lovely.,9000000,3,2,"1,014","Tejkunipara, Tejgaon, Dhaka"
Select This 1180 Sq Ft Flat To Buy In Badda,9000000,3,2,"1,180","Badda, Dhaka"
"Find Your Desired Apartment Of 1420 Sq Ft Is Ready For Sale At Road No 1, Block B, Section 10, Mirpur Near To Mirpur-10 City Corporation.",9000000,3,4,"1,420","Block B, Section 10, Mirpur, Dhaka"
"Reasonable 1200 Sq Ft Residential Apartment For Sale In Sher-e-bangla Road, Hazaribag",9000000,3,3,"1,200","Hazaribag, Dhaka"
"1300 Sq Ft Ready Flat For Sale In Mohammadpur, Pc Culture Housing",9000000,3,3,"1,300","PC Culture Housing, Mohammadpur, Dhaka"
Don’t think too much just use your time effortlessly to take This 1300 Sq Ft Flat for Sale in Maghbazar,9000000,3,3,"1,300","Maghbazar, Dhaka"
A Flat For Residential Purpose In The Hub Of Hatirpool With 1220 Sq Ft Is Up For Sale .,9000000,3,2,"1,220","Hatirpool, Dhaka"
"Start Residing In This 1220 Sq Ft, Properly Developed Flat For Sale In Free School Street, Hatirpool",9000000,3,2,"1,220","Hatirpool, Dhaka"
"Economical 1,241 Sq Ft 3 Bedroom Flat For Sale In Banasree Near East West University",9000000,3,3,"1,241","Block G, Banasree, Dhaka"
Designate Your Destination At 1200 Sq Ft Flat Which Is Available For Sale In Senpara Parbata,9000000,3,3,"1,200","Senpara Parbata, Section 10, Mirpur, Dhaka"
"Beautiful And Well-constructed 1200 Sq Ft Flat Is Ready To Sale At Senpara Parbata, Mirpur",9000000,3,3,"1,200","Senpara Parbata, Section 10, Mirpur, Dhaka"
"1380 Square Feet Residential Flat With 3 Bedrooms For Sale In Turag, Nalbhog Mouza",9000000,3,3,"1,380","Turag, Dhaka"
1274 Sq Ft 3 Bed Apt. Is Available For Sale In Banasree,9000000,3,3,"1,274","Block G, Banasree, Dhaka"
"1300 Sq Ft Flat For Sale In The Nice Location Of Uttar Badda, Moinarbagh",9000000,3,3,"1,300","Uttar Badda, Badda, Dhaka"
Decent-sized Apartment Of 1300 Sq Ft Is Ready To Sale In Aftab Nagar,9000000,3,3,"1,300","Block C, Aftab Nagar, Dhaka"
"Buy This Modest 950 Sq Ft Flat In Mohammadpur, Tajmahal Road",9000000,3,2,950,"Tajmahal Road, Mohammadpur, Dhaka"
Have A Look At This 1484 Sq Ft Property Which Is Up For Sale Located At Nobodoy Housing Society,9000000,3,3,"1,484","Block B, Nobodoy Housing Society, Mohammadpur, Dhaka"
"To Live A Secure Life You Can Take This 1200 Sq Ft Flat For Sale At Block D, Banasree",9000000,3,3,"1,200","Block D, Banasree, Dhaka"
"Well Organized Flat Of 1654 Sq Ft Is Now Vacant For Sale In Sector 18, Uttara",9000000,3,4,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
"A Rightly Planned 1250 Sq Ft Flat Is Found For Sale In East Shewrapara, Mirpur",9000000,3,3,"1,250","East Shewrapara, Mirpur, Dhaka"
Are you in hurry? No worries! You Can Take This 1250 Sq Ft Flat for Sale in East Shewrapara,9000000,3,3,"1,250","East Shewrapara, Mirpur, Dhaka"
"1322 Sq Ft Nicely Planned Apartment Is Available For Sale In Shahjadpur, Badda",9000000,3,3,"1,322","Shahjadpur, Badda, Dhaka"
"A Comfortable 1650 Sq Ft Flat Is Here For Sale In Middle Monipur, Mirpur",9000000,3,3,"1,650","Mirpur, Dhaka"
"Dwell In This 1350 Sq Ft Flat Up For Sale In Mohammadpur, Katashur",9000000,3,3,"1,350","Katashur, Mohammadpur, Dhaka"
"This 1200 Sq Ft Flat Is Up For Sale Within Your Affordability, Is Located At Block E, Aftab Nagar",9000000,3,3,"1,200","Sector 1, Block E, Aftab Nagar, Dhaka"
"We Are Offering You This 1272 Square Feet Residential Apartment For Sale At Turag, Dia Bari Road",9000000,3,3,"1,272","Turag, Dhaka"
"Get This Well Defined 1350 Sq Ft Flat For Sale In Block G, Aftab Nagar",9000000,3,3,"1,350","Sector 1, Block G, Aftab Nagar, Dhaka"
1200 Sq Ft Apartment Is Ready For Sale In Aftab Nagar,9000000,3,3,"1,200","Block C, Aftab Nagar, Dhaka"
1300 Sq Ft Flat Is Up For Sale In Banasree,9000000,3,2,"1,300","Block H, Banasree, Dhaka"
"Grab A 1875 Sq Ft Flat For Sale At Atish Deepankar Road, Bashabo",9000000,3,3,"1,875","Bashabo, Dhaka"
"1390 Sq Ft Apartment With 3 Balconies For Sale In Matika, Cantonment",9000000,3,3,"1,390","Cantonment, Dhaka"
"Consider Buying This 1320 Sq Ft Apartment In Bagan Bari, Cantonment",9000000,3,3,"1,320","Bagan Bari, Cantonment, Dhaka"
"Grab A 1300 Sq Ft Flat For Sale At Kamal Soroni, Middle Pirerbag",9000000,3,3,"1,300","Middle Pirerbag, Pirerbag, Mirpur, Dhaka"
"Be The Resident Of This Beautiful Flat Of 1300 Sq Ft Which Is Vacant Now For Sale At Kamal Soroni, Middle Pirerbag",9000000,3,3,"1,300","Middle Pirerbag, Pirerbag, Mirpur, Dhaka"
Plan To Move In This 1200 Sq Ft Flat Which Is Up For Sale In Aftab Nagar,9000000,3,3,"1,200","Sector 2, Block E, Aftab Nagar, Dhaka"
1300 Sq Ft Beautiful Flat Is Ready For Sale In Mirpur Dakkhin Paikpara,9000000,3,3,"1,300","Mirpur, Dhaka"
"Buy This 1340 Sq Ft Apartment In Eastern Pallabi, Mirpur",9000000,3,3,"1,340","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
1300 Sq Ft Flat With 3 Bedrooms For Sale In Mid Badda,9000000,3,3,"1,300","Middle Badda, Badda, Dhaka"
Here Is A Well Defined Flat Of 1150 Sq Ft Waiting For Sale At Bashundhara R/A,9000000,3,3,"1,150","Block I, Bashundhara R-A, Dhaka"
Nice 1350 SQ FT flat is available for sale in Middle Badda,9000000,3,3,"1,350","Middle Badda, Badda, Dhaka"
"Make This 1100 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In North Shahjahanpur",9000000,3,3,"1,100","North Shahjahanpur, Dhaka"
Ready Flat Of 1450 Sq Ft Is Now For Sale In Borobag,9000000,3,3,"1,450","Section 2, Mirpur, Dhaka"
1263 Sq Ft Residential Apartment Is For Sale At Middle Bashabo,9000000,3,3,"1,263","Middle Bashabo, Bashabo, Dhaka"
A Well-constructed 1200 Sq Ft Apartment Is Ready For Sale In Mirpur 10,9000000,3,3,"1,200","Block D2, Anobik Shakti Housing, Section 10, Mirpur, Dhaka"
"Buy This 1050 Square Feet Flat In Bashundhara R-a, Block J",9000000,3,2,"1,050","Block J, Bashundhara R-A, Dhaka"
1700 Sq. Ft Apartment Is Available For Sale In Paikpara Which Is Tailored To Your Highest Standards,9000000,3,3,"1,700","Dakkhin Paikpara, Paikpara, Mirpur, Dhaka"
"1502 Sq Ft Flat With Nice Rooms For Sale In Priyanka Runway City, Turag",9000000,3,3,"1,502","Bawnia, Turag, Dhaka"
"Buy This 1502 Sq Ft Distinct Flat For Sale In Turag, Bawnia",9000000,3,3,"1,502","Bawnia, Turag, Dhaka"
"Grab This 1502 Sq Ft Nice Flat For Sale In Turag, Bawnia",9000000,3,3,"1,502","Bawnia, Turag, Dhaka"
"1502 Sq Ft Modern Flat For Sale In Turag, Bawnia",9000000,3,3,"1,502","Bawnia, Turag, Dhaka"
"1203 Sq Ft Flat With A Nice Environment Is Up For Sale In Banasree, Meradia Gardens Road",9000000,3,3,"1,203","Banasree, Dhaka"
"View This 1200 Sq Ft Flat Up For Sale In Aftab Nagar, Block E",9000000,3,3,"1,200","Sector 2, Block E, Aftab Nagar, Dhaka"
View This 1100 Sq Ft Residential Flat For Sale In Mirpur-1,9000000,3,3,"1,100","Section 1, Mirpur, Dhaka"
1450 Square Ft. And 3 Bedroom Residential Apartment For Sale At Badda Next To AMZ Hospital Ltd.,9000000,3,3,"1,450","Uttar Badda, Badda, Dhaka"
Experience Residing In This 1400 Sq Ft Home For Sale In Senpara Parbata,9000000,3,3,"1,400","Senpara Parbata, Section 10, Mirpur, Dhaka"
Let Us Give You A Good Home! A 1200 Sq Ft Flat For Sale In Bashundhara R-a,9000000,3,3,"1,200","Block J, Bashundhara R-A, Dhaka"
"Comfortable 1540 Sq. Ft Apartment Is Up For Sale At Sher- E- Banglanagar, Agargaon",9000000,3,3,"1,540","West Agargaon, Agargaon, Dhaka"
"1502 Sq Ft Flat With Great Features For Sale In Turag, Bawnia, Priyanka Runway City",9000000,3,3,"1,502","Bawnia, Turag, Dhaka"
"1565 Square Feet Apartment Is Up For Sale At Ranavola, Turag",9000000,3,3,"1,565","Turag, Dhaka"
"Make This 1650 Sq Feet Decent Flat Yours, By Buying It In The Location Of Mohammadpur-PC Culture Housing",9000000,3,4,"1,650","PC Culture Housing, Mohammadpur, Dhaka"
Acquire This 1650 Sq Ft Flat Which Is Up For Sale In Mohammadpur-PC Culture Housing,9000000,3,4,"1,650","PC Culture Housing, Mohammadpur, Dhaka"
"1150 Sq Ft Flat With Great Home Features Is For Sale In Cantonment, Matikata Road",9000000,3,2,"1,150","Cantonment, Dhaka"
"Seize This 1161 Sq Ft Apartment For Sale In Mohammadpur, Japan Garden City",9000000,3,3,"1,161","Mohammadpur, Dhaka"
"A Satisfactory 1245 Square Feet Flat Is Ready For Sale In Tejgaon, West Nakhalpara",9000000,3,3,"1,245","West Nakhalpara, Tejgaon, Dhaka"
"1500 Sq Ft Apartment For Sale In Adabor, Comfort Housing",9000000,3,3,"1,500","Comfort Housing, Adabor, Dhaka"
Buy This 1200 Square Feet Flat In The Serene Area Of Bashundhara R-a,9000000,3,3,"1,200","Block J, Bashundhara R-A, Dhaka"
1200 Square Feet Flat With 3 Bedrooms Is Available For Sale In Bashundhara R-a,9000000,3,3,"1,200","Block J, Bashundhara R-A, Dhaka"
Grab This Nice 1200 Square Feet Flat Available For Sale In Bashundhara R-a,9000000,3,3,"1,200","Block J, Bashundhara R-A, Dhaka"
Turag Is Offering Eco-friendly Apartments With Stunning Design For Sale,9000000,3,3,"1,565","Turag, Dhaka"
"Offering You A 1565 Sq Ft Apartment For Sale In Ranavola, Turag",9000000,3,3,"1,565","Turag, Dhaka"
"Near NSU, 1100 SQ FT Flat For Sale In Bashundhara R-A",9000000,3,2,"1,100","Block I, Bashundhara R-A, Dhaka"
Beautifully constructed 1400 SQ FT flat is available for sale in Pallabi,9000000,3,3,"1,400","Block B, Arambag Residential Area, Pallabi, Mirpur, Dhaka"
"Grab This 1635 Sq Ft Beautiful Apartment For Sale In Ahmed Nagar, Paikpara",9000000,3,4,"1,635","Ahmed Nagar, Mirpur, Dhaka"
Showcase Your Modern Home Taste By Buying This 1654 Sq Ft Flat In Uttara-18,9000000,3,4,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
Let Us Help You To Buy This 1240 Sq Ft Flat Which Is Now Available In Aftab Nagar,9000000,3,3,"1,240","Block C, Aftab Nagar, Dhaka"
Are You In Hurry? No Worries! You Can Take This 1200 Sq Ft Flat For Sale In Mirpur DOHS,9000000,3,2,"1,200","Avenue 1, Mirpur DOHS, Mirpur, Dhaka"
Contact us to get 1150 SQ FT Flat which is now available in Shantinagar for Sale,9000000,3,2,"1,150","Shantinagar, Dhaka"
"In The Suitable Location of Shantinagar, an Eye-catching Flat of 1150 Sq Ft Is Up For Sale",9000000,3,2,"1,150","Shantinagar, Dhaka"
A Well-constructed 1250 Sq Ft Flat Is Ready For Sale In Badda Close To Post Office,9000000,3,3,"1,250","Uttar Badda, Badda, Dhaka"
"Create Your New Home In A Nice Flat For sale In Bashundhara, Near Chapra Mosque",9000000,3,2,"1,100","Block I, Bashundhara R-A, Dhaka"
"Let Us Assist You To Buy This 1500 Sq. Ft Flat At Bashundhara R-A, Block H Summiting The Vision About Your Future Home.",9000000,3,3,"1,500","Block H, Bashundhara R-A, Dhaka"
Buy This Amazing 1500 Sq Ft Apartment For Sale In Mirpur,9000000,3,3,"1,500","South Monipur, Mirpur, Dhaka"
1500 Sq Ft Apartment For Sale In A Calm Locality Of Mirpur,9000000,3,3,"1,500","South Monipur, Mirpur, Dhaka"
"Fulfill Your Desire Of Living In This 1500 Sq Ft Apartment For Sale In Mirpur, South Monipur",9000000,3,3,"1,500","South Monipur, Mirpur, Dhaka"
"1500 Sq Ft Apartment For Sale In Mirpur, South Monipur",9000000,3,3,"1,500","South Monipur, Mirpur, Dhaka"
We Are Providing You This 1050 Sq Ft Ready Flat For Sale In Uttara-5,9000000,3,3,"1,050","Sector 5, Uttara, Dhaka"
A 1100 Sq Ft Flat At Bashundhara R/a Adjacent To Viqarunnisa Noon School And College Is Going To Be Sold,9000000,3,2,"1,100","Block I, Bashundhara R-A, Dhaka"
Properly Designed This 1360 Sq Ft Apartment Is Now Up For Sale In Hazaribag,9000000,3,3,"1,360","Rayer Bazaar, Hazaribag, Dhaka"
Get Amazing Balcony Views From This 1385 Sq Ft Apartment For Sale In South Kafrul,9000000,3,3,"1,385","Kafrul, Dhaka"
"Get Ready For Your Countless Peaceful Days With This 1450 Sq Ft Flat At Block A, Bashundhara R-a Is Up To Sale",9000000,3,4,"1,450","Block A, Bashundhara R-A, Dhaka"
"1280 Sq Ft Flat For Sale In A Refreshing Environment Of Bashundhara R-a, Block E",9000000,3,3,"1,280","Block E, Bashundhara R-A, Dhaka"
1310 Square Feet Apartment For Sale Is Ready To Offer You A Vibrant Dwelling Experience In Badda,9000000,3,3,"1,310","Badda, Dhaka"
Buy This 1770 Sq Ft Flat In Mirpur-12,9000000,3,3,"1,770","Section 12, Mirpur, Dhaka"
1770 Sq Ft Apartment With 3 Bedrooms Is Ready For Sale In Mirpur-12,9000000,3,3,"1,770","Section 12, Mirpur, Dhaka"
"Get Ready For Your Countless Peaceful Days With This 1280 Sq Ft Flat At Block E, Bashundhara R-A Is Up To Sale",9000000,3,3,"1,280","Block E, Bashundhara R-A, Dhaka"
Buy This 1525 Sq Ft Apartment Ready For Sale In Mirpur-12,9000000,3,3,"1,525","Block A, Section 12, Mirpur, Dhaka"
"A 1550 Square Feet-3 Bedroom Medium Size Residential Apartment For Sale At Priyanka Runway City, Bawnia .",9000000,3,3,"1,550","Priyanka Runway City, Bawnia, Turag, Dhaka"
"1654 Sq Ft Apartment With Modern Fittings And Features Is Up For Sale In Sector 18, Uttara",9000000,3,4,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
"Get This 1501 Sq Ft Wonderful Flat In Uttara Sec- 11, Is Available For Sale",9000000,3,3,"1,501","Sector 11, Uttara, Dhaka"
Tastefully Designed This 1150 Sq. Ft Apartment Is Now Vacant For Sale In Mirpur DOHS.,9000000,3,3,"1,150","Avenue 5, Mirpur DOHS, Mirpur, Dhaka"
An Apartment Of 1050 Sq Ft Is Ready For Sale At Uttara,9000000,3,3,"1,050","Sector 5, Uttara, Dhaka"
An Apartment Of 1050 Sq Ft Is Ready For Sale At Uttara,9000000,3,3,"1,050","Sector 5, Uttara, Dhaka"
An Apartment Is For Sale At Uttara Beside To I. E. S School & College,9000000,3,3,"1,050","Sector 5, Uttara, Dhaka"
"Cozy Residential Flat Is Waiting For Sale In Green Road, Which Is 950 Sq Ft",9000000,3,4,950,"Kathalbagan, Dhaka"
1400 Square Feet Apartment Is Up For Sale In South Monipur,9000000,3,3,"1,400","South Monipur, Mirpur, Dhaka"
"Brand New Apartment For Sale Includes 1425 Sq Ft At East Rampura, Near Mim Medicare Center",9000000,3,3,"1,425","Bou Bazar, East Hazipara, East Rampura, Rampura, Dhaka"
Check This Apartment For Sale At Pallabi Nearby Dutch-bangla Bank Limited | Atm Booth.,9000000,3,3,"1,380","Block D, Pallabi, Mirpur, Dhaka"
A Nicely Constructed Apartment Of 1300 Sq Ft Can Be Found In Pirerbag For Sale,9000000,3,3,"1,300","South Pirerbag, Pirerbag, Mirpur, Dhaka"
This Flat In Uttara Next To I. E. S School & College With A Convenient Price Is Up For Sale,9000000,3,3,"1,050","Sector 5, Uttara, Dhaka"
Flat For Sale Covering An Area Of 1274 Sq Ft In Banasree,9000000,3,3,"1,274","Block G, Banasree, Dhaka"
Lovely Apartment Covering An Area Of 1300 Sq Ft Is Up For Sale In Aftab Nagar,9000000,3,3,"1,300","Block C, Aftab Nagar, Dhaka"
Worthy 1210 SQ FT Residential Apartment is ready for sale at Uttara,9000000,3,3,"1,210","Sector 10, Uttara, Dhaka"
"In A Mind-blowing Location Of Mirpur 2, 1480 Sq Ft An Apartment Is Up For Sale",9000000,3,3,"1,480","Block G/1, Section 2, Mirpur, Dhaka"
Decent-sized Apartment Of 1480 Sq Ft Is Ready To Sale In Mirpur 2,9000000,3,3,"1,480","Block G/1, Section 2, Mirpur, Dhaka"
"Near Mirpur Water Tank, flat for Sale in Mirpur",9000000,3,3,"1,500","Block B, Section 2, Mirpur, Dhaka"
A Must See 3 Bedroom Apartment For sale Is All Set For You In Malibagh Chowdhury Para,9000000,3,3,"1,430","Malibagh Chowdhury Para, Malibagh, Dhaka"
A Beautiful Apartment Is Up For Sale At Mirpur Dohs Near Mirpur Dohs Jame Mosjid,9000000,3,3,"1,260","Avenue 4, Mirpur DOHS, Mirpur, Dhaka"
Visit This Apartment For Sale In Mirpur Near Mirpur Adhunik Hospital And Diagnostic Center.,9000000,3,3,"1,250","Block B, Section 12, Mirpur, Dhaka"
1385 sq ft Residential Apartment Is On Sale In Kafrul Nearby High-tech Multicare Hospital,9000000,3,3,"1,385","Kafrul, Dhaka"
1400 Sq Ft Ready Flat Is Now For Sale In Uttara Nearby Trust College,9000000,3,3,"1,400","Sector 13, Uttara, Dhaka"
"1575 Sq. Ft Apartment Up For Sale Is Located At Pallabi Extension, Near To Islami Bank Hospital.",9000000,3,3,"1,575","Pallabi Extension, Pallabi, Mirpur, Dhaka"
An Apartment For Sale Is Located On Bashundhara R-A Near Apollo Hospitals Dhaka.,9000000,3,3,"1,235","Block E, Bashundhara R-A, Dhaka"
"Properly Constructed Flat For Sale In Bashundhara, Near Apollo Hospitals Dhaka",9000000,3,3,"1,235","Block E, Bashundhara R-A, Dhaka"
"Close To Khaja Ajmiri Jame Masjid, An Apartment Of 1400 Sq Ft For Sale Is Available In Aftab Nagar",9000000,3,3,"1,400","Sector 2, Block D, Aftab Nagar, Dhaka"
Near Bashabo Post Office 1875 Sq Ft Flat For Sale In Bashabo,9000000,3,3,"1,875","Bashabo, Dhaka"
Visit This Flat For Sale In Uttara Nearby Shaheed Monsur Ali Medical College And Hospital,9000000,3,3,"1,500","Sector 10, Uttara, Dhaka"
Flat For Sale In Rampura Near Janata Bank Limited | Rampura Branch,9000000,3,4,"1,425","Bou Bazar, East Hazipara, East Rampura, Rampura, Dhaka"
Get Comfortable In A Flat For Sale In Uttara Nearby Hi-care General Hospital Ltd.,9000000,3,4,"1,500","Sector 13, Uttara, Dhaka"
Apartment For Sale At Mirpur Dohs Nearby Mirpur Cantonment Public School And College.,9000000,3,2,"1,120","Avenue 1, Mirpur DOHS, Mirpur, Dhaka"
"1400 Sq Ft Flat Can Be Found In Aftab Nagar For Sale, Near Aftabnagar B Block Central Jame Mosque",9000000,3,3,"1,400","Sector 2, Block D, Aftab Nagar, Dhaka"
"An apartment is ready for sale at Mirpur, near Mirpur DOHS Play Ground",9000000,3,2,"1,100","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
"Convenient Flat Is Up For Sale In Rampura Nearby Rupali Bank Limited, Rampura Branch",9000000,3,3,"1,425","Bou Bazar, East Hazipara, East Rampura, Rampura, Dhaka"
For You 1100 Sq Ft Flat Is Now For Sale Near To Nsu In Bashundhara R/a,9000000,3,2,"1,100","Block I, Bashundhara R-A, Dhaka"
Introduce Yourself To A 1500 Sq Ft Flat Up For Sale Located At Ibrahimpur Near To Ibrahimpur Primary School,9000000,3,3,"1,500","North Ibrahimpur, Ibrahimpur, Dhaka"
"Near Kazi Abul Hossain School And College, A Flat For Sale In Mirpur",9000000,4,3,"1,650","Section 13, Mirpur, Dhaka"
Flat For Sale In Mirpur Close To Kazi Abul Hossain School And College,9000000,4,3,"1,650","Section 13, Mirpur, Dhaka"
"1600 Sq Ft Residential Flat With Better Views Is For Sale In Mirpur-2, Block G/1",9000000,4,4,"1,600","Block G/1, Section 2, Mirpur, Dhaka"
Take A Quick Look At This 1750 Sq Ft Flat For Sale In Mirpur Close To South Paik Para Central Masjid,9000000,4,4,"1,750","Dakkhin Paikpara, Mirpur, Dhaka"
Lovely 1600 Sq Ft Home Is Available For Sale In South Banasree Project,9000000,4,4,"1,600","Block F, South Banasree Project, Banasree, Dhaka"
1800 SQ FT flat is now for sale in Pirerbag,9000000,4,4,"1,800","South Pirerbag, Pirerbag, Mirpur, Dhaka"
Find 1800 SQ FT flat available for sale in Mohammadpur,9000000,4,4,"1,800","Block B, Chandrima Model Town, Mohammadpur, Dhaka"
"1350 Sq Ft Pleasant Flat For Sale In Maghbazar, Nayatola",9000000,4,3,"1,350","Nayatola, Maghbazar, Dhaka"
"A Flat Is Up For Sale In The Location Of Mirpur , Close To Mirpur Section 13 Central Masjid",9000000,4,3,"1,650","Section 13, Mirpur, Dhaka"
Flat for sale in Mirpur near Molla Brothers General Store,9000000,4,4,"1,845","Rupnagar R/A, Mirpur, Dhaka"
Well Facilitated 1545 Sq Ft Residence Is Now Ready To Sale In West Rampura,9000000,5,3,"1,545","Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka"
"2000 Sq Ft Residential Flat For Sale In Mirpur, 2nd Colony, Mazar Road",9000000,5,6,"2,000","2nd Colony, Mirpur, Dhaka"
"1280 Sq Ft Apartment Is Ready For Sale In Adabor, Baitul Aman Housing Society",8960000,3,3,"1,280","Baitul Aman Housing Society, Adabor, Dhaka"
