title,price,bed,bath,size,address
1100 Sq Ft Flat With 3 Bedrooms Is Ready For Sale In Mirpur Dohs,9500000,3,3,"1,100","Avenue 2, Mirpur DOHS, Mirpur, Dhaka"
"We Are Presenting You This 1420 Sq Ft Apartment Up For Sale In East Ahmed Nagar, Mirpur",9500000,3,3,"1,420","East Ahmed Nagar, Ahmed Nagar, Mirpur, Dhaka"
"New with a view – 1300 SQ FT Full Furnished Flat for sale in Mirpur, Section 11",9500000,3,3,"1,300","Block A, Section 11, Mirpur, Dhaka"
"Buy This Quality Based Flat Of 1200 Square Feet In The Area Of Bashundhara R-a, Block G",9500000,3,3,"1,200","Block G, Bashundhara R-A, Dhaka"
1235 Sq Ft Amazing Flat For Sale In Uttara-10,9500000,3,3,"1,235","Sector 10, Uttara, Dhaka"
A Well-constructed 1680 Sq Ft Flat Is Ready To Sale In Mirpur Close To Prince Bazar,9500000,3,3,"1,680","Shah Ali Bag, Section 1, Mirpur, Dhaka"
Property In Mirpur – 1300 Sq Ft Flat For Sale,9500000,3,3,"1,300","Block B, Section 13, Mirpur, Dhaka"
"1450 Sq Ft Apartment For Sale In Bagan Bari, Cantonment, Mirpur",9500000,3,3,"1,450","Bagan Bari, Cantonment, Dhaka"
"Buy This 1450 Sq Ft Apartment With 3 Bedrooms For Sale In Ibrahimpur, Monipuri School Road",9500000,3,3,"1,450","Ibrahimpur, Dhaka"
"Ensure This 1450 Sq Ft Apartment To Reside In, By Buying It In Ibrahimpur",9500000,3,3,"1,450","Ibrahimpur, Dhaka"
Grab This 1450 Sq Ft Apartment For Sale In Ibrahimpur,9500000,3,3,"1,450","Ibrahimpur, Dhaka"
"1450 Sq Ft Apartment With 3 Balconies For Sale In Ibrahimpur, Monipuri School Road",9500000,3,3,"1,450","Ibrahimpur, Dhaka"
Plan to move in this 1654 SQ FT flat which is up for sale in Uttara 18,9500000,3,4,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
1400 Square Feet Apartment For Sale In Arambag Residential Area.,9500000,3,3,"1,400","Block B, Arambag Residential Area, Pallabi, Mirpur, Dhaka"
"Bringing You A 1665 Sq Ft Residential Apartment For Sale In Lichu Bagan Road, Joar Sahara",9500000,3,4,"1,665","Joar Sahara, Dhaka"
Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,9500000,3,3,"1,125","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
"A 1150 Square Feet Residence For Sale With Spacious Bedrooms, Located At Mirpur DOHS",9500000,3,3,"1,150","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
We Are Presenting To You This 1125 Sq Ft Cozy Flat For Selling Purpose In Mirpur DOHS .,9500000,3,3,"1,125","Mirpur DOHS, Mirpur, Dhaka"
"2800 Sq Ft Spacious Apartment For Sale In Mirpur, Section 2",9500000,3,3,"2,800","Borobag, Section 2, Mirpur, Dhaka"
"A 1220 Sq. Ft. Residential Apartment Is For Sale At Banasree , Main Road .",9500000,3,3,"1,220","Block F, Banasree, Dhaka"
Choose The Option Of Buying This 1300 Sq Ft Apartment In Mirpur 12,9500000,3,3,"1,300","Pallabi, Mirpur, Dhaka"
A Beautiful Apartment For Sale Is All Set For You In Darul Aman Housing Society-Mirpur .,9500000,3,4,"1,600","Block J, Section 3, Mirpur, Dhaka"
"1350 Square Feet Flat With 3 Bedrooms Is Available For Sale In Bashundhara R-a, Block D",9500000,3,3,"1,350","Block D, Bashundhara R-A, Dhaka"
Define Your Home Taste By Buying This Residence Of 1435 Sq Ft At Boshoty Housing -borobag.,9500000,3,3,"1,435","Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka"
A Convenient And Well-constructed 1347 Sq. Ft Flat Is For Sale At Shah Ali Bag Very Close To Aloron International School & College,9500000,3,3,"1,347","Shah Ali Bag, Section 1, Mirpur, Dhaka"
"1150 Sq Ft Serene And Comfy Apartment For Sale In Mirpur Dohs, Avenue 3",9500000,3,2,"1,150","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
"Built With Modern Amenities, Check This 1450 Sq Ft Flat Which Is Up For Sale At Block H, Bashundhara R-a",9500000,3,3,"1,450","Block H, Bashundhara R-A, Dhaka"
"Visit This 1450 Sq Ft Flat For Sale At Block H, Bashundhara R-a",9500000,3,3,"1,450","Block H, Bashundhara R-A, Dhaka"
Wonderful 1230 SQ FT home is available for sale in Bashundhara R-A,9500000,3,2,"1,230","Block I, Bashundhara R-A, Dhaka"
"A Beautiful 1,600 Sft Apartment for Sale in Adabor",9500000,3,3,"1,600","Block D, Mansurabad Housing Society, Adabor, Dhaka"
1350 Sq Ft Apartment For Sale In Mirpur-12,9500000,3,3,"1,350","Block B, Section 12, Mirpur, Dhaka"
A 1300 Square Ft. Residential Apartment For Sale At Mirpur 6 Beside To Urban Preparatory School,9500000,3,3,"1,300","Block C, Section 6, Mirpur, Dhaka"
"Fairly Large Apartment Of 1240 Square Feet Is Ready For Sale In Block B, Bashundhara R-a",9500000,3,4,"1,240","Block B, Bashundhara R-A, Dhaka"
Property In Dakshin Khan Beside To Ashkona College– 1580 Sq Ft Flat For Sale.,9500000,3,3,"1,580","Ashkona, Dakshin Khan, Dhaka"
"1600 Sq Ft Residential Apartment For Sale In Aftab Nagar, Block D",9500000,3,3,"1,600","Sector 2, Block D, Aftab Nagar, Dhaka"
A Convenient 1460 Sq Ft Residential Flat Is Prepared To Be Sold At Aftab Nagar,9500000,3,3,"1,460","Sector 1, Block D, Aftab Nagar, Dhaka"
"A 1365 Sq Ft Flat Is Vacant For Sale In Senpara Parbata, Mirpur",9500000,3,3,"1,365","Section 10, Mirpur, Dhaka"
This Amazing 1100 Sq. Ft Apartment Is Up For Sale In Mirpur DOHS .,9500000,3,3,"1,100","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
Attain Your Desire Of Buying A Nice 1455 Sq Ft Flat In Shyamoli -4.,9500000,3,3,"1,455","Shyamoli, Dhaka"
Look At This Nice 1600 Sq Ft Flat Which Is Up For Sale At North Ibrahimpur,9500000,3,3,"1,600","Ibrahimpur, Dhaka"
A 1331 Sq Ft Beautiful Apartment Is Up For Sale At Uttara Near Radical Hospitals,9500000,3,3,"1,331","Sector 12, Uttara, Dhaka"
1325 Sq Ft Flat To Sale In Mirpur Near Islami Bank Bangladesh Ltd.,9500000,3,3,"1,325","Block B, Section 12, Mirpur, Dhaka"
Grab This Flat Up For Sale In Mirpur Near Mirpur Girls' Ideal Laboratory Institute,9500000,3,3,"1,500","Block A, Section 10, Mirpur, Dhaka"
1260 Square Feet Residential Apartment Is Up For Sale At Bashundhara,9500000,3,3,"1,260","Block I, Bashundhara R-A, Dhaka"
"See This 3 Bedroom Smartly Priced Apartment Which Is Up For Sale In North Ibrahimpur, That You Should Check.",9500000,3,3,"1,600","Ibrahimpur, Dhaka"
"1380 Sq. ft Apartment For Sale In Aftab Nagar, Block C Nearby Ewu",9500000,3,3,"1,380","Block C, Aftab Nagar, Dhaka"
"Near Nsu, 1450 Sq. Ft Flat For Sale In Bashundhara R-a",9500000,3,4,"1,450","Block F, Bashundhara R-A, Dhaka"
Visit This Apartment For Sale In Mirpur Near Popular Diagnostic Center Limited.,9500000,3,3,"1,550","Block C, Section 6, Mirpur, Dhaka"
"If You Want To Reside In Mirpur DOHS, Check This 1100 Sq Ft Flat Which Is Up For Sale.",9500000,3,2,"1,100","Avenue 2, Mirpur DOHS, Mirpur, Dhaka"
Buy This Amazing 1250 Sq Ft Flat In Bashundhara R-a,9500000,3,3,"1,250","Block C, Bashundhara R-A, Dhaka"
Visit This 1340 Sq Ft Flat Is For Sale In Dakkhin Paikpara,9500000,3,3,"1,340","Paikpara, Mirpur, Dhaka"
﻿1340 Sq Ft - 3 Bedroom Large Flat Is Now For Sale In Paikpara,9500000,3,3,"1,340","Paikpara, Mirpur, Dhaka"
Nice-looking Apartment Including 3 Bedroom Is Ready To Sale In Ibrahimpur Near Monipur High School And College,9500000,3,3,"1,450","Ibrahimpur, Dhaka"
Plan To Move In This 1500 Sq Ft Flat Which Is Up To Sale In Bashundhara R-a Near To Nsu,9500000,3,3,"1,500","Block F, Bashundhara R-A, Dhaka"
In The Location Of Mirpur An Apartment Is For Sale Near Mirpur Dohs Shopping Complex,9500000,3,2,"1,100","Avenue 11, Mirpur DOHS, Mirpur, Dhaka"
"1250 Square Feet Residential Apartment Is Ready For Sale At Bashundhara R-a, Near Bashundhara Boro Masjid",9500000,3,4,"1,250","Block D, Bashundhara R-A, Dhaka"
Apartment For Sale In Aftab Nagar Nearby Blcs Institute & Hospital,9500000,3,3,"1,550","Sector 1, Block F, Aftab Nagar, Dhaka"
"Apartment For Sale In Aftab Nagar, Near Dhaka Imperial College",9500000,3,3,"1,550","Sector 1, Block F, Aftab Nagar, Dhaka"
An Excellent Apartment Of 1500 Sq Ft Is Waiting To Sale In Shekhertek Nearby Shekhertek Bazaar,9500000,3,3,"1,500","Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka"
An Apartment Which Is Up For Sale At Pallabi Near To Pallabi Police Station.,9500000,3,3,"1,500","Pallabi, Mirpur, Dhaka"
Visit This Apartment For Sale In Dhanmondi Near Chartered University College.,9500000,3,3,"1,300","West Dhanmondi and Shangkar, Dhanmondi, Dhaka"
Comfortable And Well Designed Flat In Shyamoli For Sale Nearby Indian Visa Application Center,9500000,3,3,"1,318","Shyamoli, Dhaka"
Apartment Is For Sale In Pallabi Nearby Pallabi Post Office,9500000,3,4,"1,425","Pallabi, Mirpur, Dhaka"
"1250 Sq Ft Flat Is Up For Sale In Bashundhara R-a, Block C",9500000,3,3,"1,250","Block C, Bashundhara R-A, Dhaka"
"1620 Sq Ft Apartment For Sale In Mohammadpur, Pc Culture Housing",9500000,4,4,"1,620","PC Culture Housing, Mohammadpur, Dhaka"
"1620 Sq Ft Suitable Flat Is For Sale In Bangshal, Kahektuli",9500000,4,4,"1,620","Kahektuli, Bangshal, Dhaka"
Property In Kahektuli – 1620 Sq Ft Flat For Sale,9500000,4,2,"1,620","Kahektuli, Bangshal, Dhaka"
Get comfortable in a 1650 SQ FT flat for sale in Bashabo,9500000,4,4,"1,650","Bashabo, Dhaka"
"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",9500000,4,4,"1,497","Taltola, Agargaon, Dhaka"
Get This Cozy 1375 Sq Ft Flat For Sale In Banasree -Block H .,9500000,4,3,"1,375","Block H, Banasree, Dhaka"
"2000 Sq Ft Apartment For Sale In Mohammadpur, Chandrima Model Town",9500000,4,4,"2,000","Block B, Chandrima Model Town, Mohammadpur, Dhaka"
"Buy This 1445 Sq Ft Flat With 4 Bedrooms In South Banasree Project, Block M",9500000,4,3,"1,445","Block M, South Banasree Project, Banasree, Dhaka"
A Pleasant Flat Of 1630 Sq Ft Is Up For Sale In North Kafrul Rd,9500000,4,4,"1,630","Kafrul, Dhaka"
This Amazingly Built Flat Of 1890 Sq Ft Is Adequate Enough To Provide You A Modern Dwelling Experience In Kafrul,9500000,4,5,"1,890","Kafrul, Dhaka"
"A Very Beautiful 1400 Sq Ft Flat Is Now Available For Sale In Chikha Bazar, Ibrahimpur",9500000,4,4,"1,400","Ibrahimpur, Dhaka"
"1450 Sq Ft Flat Is Ready For Sale In Mohanagar Housing, West Rampura",9500000,5,4,"1,450","Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka"
"View This 1727 Sq Ft Flat For Sale In Uttar Badda, Shadhinata Sharani",9498000,4,4,"1,727","Uttar Badda, Badda, Dhaka"
Invest In Your Dreams By Sale This Decent 1050 Sq Ft Home Which Is Available At Indira Road .,9450000,2,2,"1,050","Tejgaon, Dhaka"
Modern 1050 Square Feet Apartment For Sale In Tejgaon,9450000,2,2,"1,050","Tejgaon, Dhaka"
"We Are Offering You A 1187 Sq Ft Flat For Sale In Hazaribag, Rayer Bazaar",9450000,3,3,"1,187","Rayer Bazaar, Hazaribag, Dhaka"
A 3 Bedroom Apartment Which Is Up For Sale At Shyamoli Near Shaymoli Kazi Office,9450000,3,3,"1,350","Shyamoli, Dhaka"
Available In Paikpara A 1350 Sq Ft Large Flat Is Now For Sale,9445000,3,3,"1,350","Paikpara, Mirpur, Dhaka"
Well Planned 1348 Sq Ft Flat For Sale In Aftab Nagar,9436000,3,3,"1,348","Sector 2, Block H, Aftab Nagar, Dhaka"
"To Live A Secure Life You Can Take This 1450 Sq Ft Flat For Sale At Kamal Sarani, South Pirerbag",9425000,3,3,"1,450","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"Lovely Apartment Of 1450 Sq Ft Is Up For Sale In South Pirerbag, Mirpur",9425000,3,3,"1,450","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"A 1450 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Kamal Sarani, Mirpur",9425000,3,3,"1,450","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"Find Your Desired Home At This 1450 Sq Ft Well Featured Flat For Sale At Pabna Goli, Mirpur",9425000,3,3,"1,450","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"1450 Sq Ft Flat Is Up For Sale In Kazipara, Mirpur",9425000,3,3,"1,450","Mirpur, Dhaka"
Have A Look At This 1450 Sq Ft Property Which Is Up For Sale Located At Ashkona,9425000,3,2,"1,450","Ashkona, Dakshin Khan, Dhaka"
1450 Sq Ft Remarkable Flat Is Up For Sale In Ashkona Nearby Hajj Camp Masjid.,9425000,3,2,"1,450","Ashkona, Dakshin Khan, Dhaka"
This 1100 Sq. ft Flat Which Is Available In Mirpur DOHS - Avenue 2 For Sale Will Ensure Your Higher Quality Of Living,9400000,2,2,"1,100","Avenue 2, Mirpur DOHS, Mirpur, Dhaka"
"1575 Square Feet Flat Is Ready For Sale In Mohammadpur, Shekhertek",9400000,3,3,"1,575","Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka"
1633 Sq Ft Flat Is Ready For Sale In South Bashabo,9400000,3,3,"1,633","Sabujbag, South Bashabo, Bashabo, Dhaka"
A Decent 1586 Sq Ft Flat Which Is Now For Sale In South Bashabo,9400000,3,3,"1,586","Sabujbag, South Bashabo, Bashabo, Dhaka"
"1445 Sq Ft Residential Flat For Sale In Mirpur, Rupnagar R/a",9400000,3,3,"1,445","Rupnagar R/A, Mirpur, Dhaka"
A Nicely Constructed Apartment Of 1350 Sq Ft Is Available Right Now For Sale In Khilgaon,9400000,3,3,"1,350","Khilgaon, Dhaka"
This 1440 Sq Ft Well Defined Flat Is Now Up For Sale In Bochila City Developers Ltd,9400000,3,3,"1,440","Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka"
To Settle Comfortably You Can Take This 1175 Sq Ft Flat For Sale In Madani Avenue,9400000,3,3,"1,175","Natun Bazar, Badda, Dhaka"
Worthy 1300 Sq Ft Residential Apartment Is Ready For Sale At Aftab Nagar,9400000,3,3,"1,300","Sector 2, Block E, Aftab Nagar, Dhaka"
Find Your Desired Apartment At This Ready 1250 Sq Ft Flat For Sale At Aftab Nagar,9375000,3,3,"1,250","Block C, Aftab Nagar, Dhaka"
"In South Banasree Project, A Standard 1700 Square Feet Flat Is For Sale",9350000,4,4,"1,700","Block L, South Banasree Project, Banasree, Dhaka"
1435 sq ft Residential Apartment For Sale | Adabor,9328000,3,3,"1,435","Baitul Aman Housing Society, Adabor, Dhaka"
1435 Sq Ft Residential Apartment For Sale in Adabor,9328000,3,3,"1,435","Baitul Aman Housing Society, Adabor, Dhaka"
Offering You A 1250 Sq Ft Flat For Sale In South Badda,9300000,3,3,"1,250","Badda, Dhaka"
1352 Sq. Ft Apartment Is For Sale In Hazaribag Very Next To Zarina Shikder Girls School & College.,9300000,3,3,"1,352","Jigatola, Hazaribag, Dhaka"
Check This 1750 Sq. ft Flat For Sale Which Is In Sutrapur,9300000,3,3,"1,750","Gandaria, Sutrapur, Dhaka"
Live In Excellence – 1550 Sq Ft Flat For Sale In Middle Monipur,9300000,3,3,"1,550","Middle Monipur, Mirpur, Dhaka"
Property In Ranavola– 1615 Sq Ft Flat For Sale,9300000,3,3,"1,615","Turag, Dhaka"
"Featuring A 3 Bedroom Apartment In Turag Ranavola, Ready For Sale",9300000,3,3,"1,615","Turag, Dhaka"
"We Would Like To Present You A Beautiful Flat For Sale In Ranavola, Turag",9300000,3,3,"1,615","Turag, Dhaka"
Spacious And Serene Apartment Is Up For Sale In Turag Ranavola,9300000,3,3,"1,615","Turag, Dhaka"
"Comfy Residential Flat Is Ready For Sale In Ahmed Nagar, With Satisfactory Price.",9300000,3,3,"1,350","Mirpur, Dhaka"
1270 Sq Ft Residential Apartment For Sale In Uttara,9300000,3,3,"1,270","Sector 5, Uttara, Dhaka"
"Reside Conveniently In This Well Constructed 1830 Sq. Ft Flat For Sale In Turag, Near Amjad Ideal School & College",9300000,4,3,"1,830","Turag, Dhaka"
1430 Sq . ft Flat For Sale In Banasree Near Banasree Ideal School And College,9280000,3,3,"1,430","Block J, South Banasree Project, Banasree, Dhaka"
"Pick This 1325 Sq Ft Apartment For Sale In Aftab Nagar, Block F",9275000,3,3,"1,325","Sector 2, Block F, Aftab Nagar, Dhaka"
"1325 Sq Ft Apartment Is Available For Sale In Aftab Nagar, Block F",9275000,3,3,"1,325","Sector 2, Block F, Aftab Nagar, Dhaka"
1350 Square Feet Apartment For Sale In Mirpur-11,9275000,3,3,"1,350","Block A, Section 11, Mirpur, Dhaka"
1425 Sq Ft Flat Is Now For Sale In Mirpur 12,9263000,3,3,"1,425","Block A, Section 12, Mirpur, Dhaka"
"Make this 1425 SQ FT flat your next residing location, which is up for sale in Mirpur 12",9263000,3,3,"1,425","Block A, Section 12, Mirpur, Dhaka"
"Choose Your Destination, 1425 Sq Ft Flat Which Is Available For Sale In Mirpur 12",9263000,3,3,"1,425","Block A, Section 12, Mirpur, Dhaka"
"1623 Sq Ft Spacious Apartment For Sale In Khilgaon, Tilpapara",9250000,4,4,"1,623","Tilpapara, Khilgaon, Dhaka"
"1420 Sq Ft Nicely Planned Apartment Is Available For Sale In Pirerbag, Mirpur",9230000,3,3,"1,420","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"Look At This Nice 1420 Sq Ft Flat Is Up For Sale At South Pirerbag, Mirpur",9230000,3,3,"1,420","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"This Flat Of 1420 Sq Ft For Sale Is Greatly Affordable And Will Come Within Your Budget In Mirpur, Pirerbag",9230000,3,3,"1,420","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"This Apartment Of 1420 Sq Ft Situated In Pirerbag, Is Up For Sale",9230000,3,3,"1,420","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"1420 Sq Ft Residential Apartment Is On Sale In Mazar Road, Mirpur",9230000,3,3,"1,420","1st Colony, Mirpur, Dhaka"
This Very New Nice Flat Of 1315 Sq Ft Is Up For Sale In Kallyanpur,9205000,3,3,"1,315","Kallyanpur, Mirpur, Dhaka"
At Uttara Nice Flat Is Up For Sale Near Uttara High School And College,9200000,2,2,900,"Sector 7, Uttara, Dhaka"
1355 Sq Ft Flat With 3 Bedrooms For Sale In Merul Badda,9200000,3,3,"1,355","Merul Badda, Badda, Dhaka"
A 1200 Sq Ft Apartment Is Available For Sale In Dhanmondi,9200000,3,3,"1,200","Dhanmondi, Dhaka"
"1000 Square Feet Apartment Is For Sale In Kalabagan, Lake Circus",9200000,3,2,"1,000","Kalabagan, Dhaka"
"Buy This 1430 Square Feet Flat In Banasree, Block D",9200000,3,3,"1,430","Block D, Banasree, Dhaka"
"1320 Sq Ft Flat Is Ready For Sale In Banasree, Block C Extension",9200000,3,3,"1,320","Block C Extension, Banasree, Dhaka"
"Smartly priced 1553 SQ FT flat, that you should check in Kallyanpur",9200000,3,3,"1,553","Kallyanpur, Mirpur, Dhaka"
A well-constructed 1394 SQ FT flat is for sale in Dakshin Khan,9200000,3,3,"1,394","Faydabad, Dakshin Khan, Dhaka"
A Modern Apartment In Agargaon Near Janata Housing Jame Masjid Is Up For Sale,9200000,3,3,"1,384","Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka"
"Buy This 1370 Sq Ft Apartment Available In Middle Badda, Adarsha Nagar",9200000,3,3,"1,370","Middle Badda, Badda, Dhaka"
Checkout This 1200 Sq Ft Flat For Sale In Middle Badda,9200000,3,2,"1,200","Badda, Dhaka"
"1370 Sq Ft Apartment Is Available For Sale In Middle Badda, Adarsha Nagar",9200000,3,3,"1,370","Middle Badda, Badda, Dhaka"
Modern 1550 Sq Ft Residential Flat For Sale In Mirpur,9200000,3,3,"1,550","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
See This Apartment Is For Sale In Dhanmondi Close To Akhra Temple,9200000,3,3,"1,150","Dhanmondi, Dhaka"
Favorable 1300 Sq Ft Residential Flat For Sale In Mirpur,9200000,3,3,"1,300","Block D, Section 6, Mirpur, Dhaka"
1400 Sq Ft Residential Flat For Sale In Mirpur-10,9200000,3,3,"1,400","Senpara Parbata, Section 10, Mirpur, Dhaka"
1370 SFT Modern Apartment For sale At Adabor,9200000,3,3,"1,370","Block D, Mansurabad Housing Society, Adabor, Dhaka"
"1250 Sq Ft Flat For Sale In Middle Badda, Cumilla Para Road",9200000,3,3,"1,250","Middle Badda, Badda, Dhaka"
"A Rightly Planned 1274 Sq Ft Flat Is Found For Sale In Block G, Banasree",9200000,3,3,"1,274","Block G, Banasree, Dhaka"
"Check This Fine Looking Flat Of 1360 Sq Ft Offered For Sale In Paikpara, Ahmed Nagar",9200000,3,3,"1,360","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
"Grab This 1400 Sq Ft Beautiful Flat Is Vacant For Sale In Middle Monipur, Mirpur",9200000,3,3,"1,400","Middle Monipur, Mirpur, Dhaka"
1240 Sq Ft Ready Flat With Modest Rooms Is Up For Sale In Uttara-4,9200000,3,3,"1,240","Sector 4, Uttara, Dhaka"
Visit This 1270 Sq. Ft Property which is for sale At Adabor Baitul Aman Housing Society.,9200000,3,3,"1,270","Baitul Aman Housing Society, Adabor, Dhaka"
This 1517 Sq Ft Flat Is Now Vacant For Sale In Uttara Close To Uttara Public College,9200000,3,3,"1,517","Sector 10, Uttara, Dhaka"
"1300 Sq Ft Apartment For Sale In Section 12, Mirpur",9200000,3,3,"1,300","Block A, Section 12, Mirpur, Dhaka"
Get Your New Home At This 1654 Sq Ft Flat Is Up For Sale In Rajuk Uttara Apartment Project,9200000,3,4,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
"Make this 1310 SQ FT flat your next residing location, which is up for sale in Mirpur",9200000,3,3,"1,310","Kallyanpur, Mirpur, Dhaka"
"Buy This Nice Flat Of 1400 Sq Ft, Which Is Located At Middle Bashabo",9200000,3,3,"1,400","Middle Bashabo, Bashabo, Dhaka"
A 1300 Sq Ft Apartment Is Waiting To Be Sold At Ibrahimpur,9200000,3,3,"1,300","North Ibrahimpur, Ibrahimpur, Dhaka"
"An Amazing Flat Of 1350 Sq Ft Is Available For Sale In Mirpur, Paikpara",9170000,3,3,"1,350","Paikpara, Mirpur, Dhaka"
Reasonable 1350 Sq Ft Flat Is Available For Sale In Mirpur- Paikpara .,9170000,3,3,"1,350","Paikpara, Mirpur, Dhaka"
Covering 1315 Sq Ft Space A Flat Is Up For Sale In Kallyanpur Near To Brtc Market,9135000,3,3,"1,315","Kallyanpur, Mirpur, Dhaka"
Apartment For Sale Is All Set For You To Settle In Uttara Close To Trust Bank Limited ATM Booth,9130000,3,3,"1,320","Sector 10, Uttara, Dhaka"
1200 Square Feet Residential Flat For Sale In Badda,9100000,2,2,"1,200","Badda, Dhaka"
Checkout This 1415 Sq Ft Flat For Sale In Mirpur-10,9100000,3,3,"1,415","Section 10, Mirpur, Dhaka"
Grab This 1415 Sq Ft Flat For Sale In Mirpur-10,9100000,3,3,"1,415","Section 10, Mirpur, Dhaka"
"1450 Sq Ft Residential Flat For Sale In Mirpur, Ahmed Nagar, Paikpara",9100000,3,3,"1,450","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
Modest 1450 Sq Ft Residential Flat For Sale In Mirpur,9100000,3,3,"1,450","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
Get Ready To Buy This Ideally Maintained 1300 Sq Ft Apartment Located In Malibagh,9100000,3,3,"1,300","Malibagh, Dhaka"
"Modern 1,300 Sq Ft 3-bedroom Apartment Is Available For Sale In Shyamoli",9100000,3,3,"1,300","Shyamoli, Dhaka"
Well Designed 3-bedroom 1300 Sq Ft Apartment Is Ready For Sale In Shyamoli,9100000,3,3,"1,300","Shyamoli, Dhaka"
1300 Sq Ft Under Construction Apartment Is Ready For Sale In Shyamoli,9100000,3,3,"1,300","Shyamoli, Dhaka"
"At Mohammadpur, 1400 Sq Ft Nice Flat Up For Sale",9100000,3,3,"1,400","Mohammadpur, Dhaka"
1300 Sq Ft Fine Flat Is Now For Sale Which Is In Ashkona Near Brac Learning Center,9100000,3,2,"1,300","Ashkona, Dakshin Khan, Dhaka"
A 1320 Square Feet -3 Bedroom Residential Apartment For Sale At Section 11-Mirpur .,9080000,3,3,"1,320","Block A, Section 11, Mirpur, Dhaka"
1320 Square Feet Apartment For Sale In Mirpur,9080000,3,3,"1,320","Block A, Section 11, Mirpur, Dhaka"
"Here Is A Well Defined Flat Of 1392 Sq Ft Waiting For Sale At South Pirerbag, Mirpur",9048000,3,3,"1,392","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1392 Sq Ft Space In Kamal Sarani, Pirerbag",9048000,3,3,"1,392","Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka"
"Buy This Nice Flat Of 1100 Sq Ft, Which Is Located At Avenue 1, Mirpur DOHS",9000000,2,2,"1,100","Avenue 1, Mirpur DOHS, Mirpur, Dhaka"
"Feel Gratified By Buying This 980 Square Feet Perfect Residential Apartment In Bashundhara R-a, Block A",9000000,2,2,980,"Block A, Bashundhara R-A, Dhaka"
A High-rise Apartment Of 2 Bedroom Is Ready To Sale At Mirpur Dohs,9000000,2,2,"1,200","Avenue 6, Mirpur DOHS, Mirpur, Dhaka"
Vacant Now! This 1100 Sq Ft Flat For Sale With Lovely Facilities At Mirpur DOHS,9000000,2,2,"1,100","Avenue 12, Mirpur DOHS, Mirpur, Dhaka"
This 965 Sq. Ft Flat In Kathalbagan Close To Green Life Medical College Hospital With A Convenient Price Is Up For Sale,9000000,2,3,965,"Kathalbagan, Dhaka"
Check This 1000 Sq. Ft Apartment Up For Sale At Uttara Very Near To Shaheen School.,9000000,2,3,"1,000","Sector 11, Uttara, Dhaka"
1212 Square Feet Apartment Is For Sale In Uttara,9000000,2,2,"1,212","Sector 14, Uttara, Dhaka"
"An Apartment Up For Sale Is Located At Uttara, Near To Dutch-bangla Bank Limited",9000000,2,3,"1,000","Sector 11, Uttara, Dhaka"
"Near Milestone College, 1000 Sq Ft Flat For Sale In Uttara",9000000,2,3,"1,000","Sector 11, Uttara, Dhaka"
2 Bedroom Nice Flat In Uttara Is Now For Sale Nearby Shaheen School.,9000000,2,3,"1,000","Sector 11, Uttara, Dhaka"
A 1190 Square Feet-3 Bedroom Residential Apartment For Sale Next To Baitul Khayer Jame Masjid At Tikatuli .,9000000,3,3,"1,190","Tikatuli, Sutrapur, Dhaka"
Grab This 1300 Sq Ft Flat For Sale In East Rampura,9000000,3,3,"1,300","East Hazipara, East Rampura, Rampura, Dhaka"
Pleasant 1460 Sq Feet Residential Apartment For Sale in Dakshin Khan,9000000,3,3,"1,460","Kawlar, Dakshin Khan, Dhaka"
